360107,3601,Angsana
930113,9301,Animha
321223,3212,Anjatan
630404,6304,Anjir Muara
630403,6304,Anjir Pasar
610216,6102,Anjongan
910515,9105,Anotaurei
760413,7604,Anreapi
620210,6202,Antang Kalang
327320,3273,Antapani (Cicadas)
360430,3604,Anyar
950602,9506,Apalapsili
911009,9110,Apawer Hulu
940303,9403,Aradide
321219,3212,Arahan
760302,7603,Aralle
121415,1214,Aramo
920604,9206,Aranday
630311,6303,Aranio
327324,3273,Arcamanik
321005,3210,Argapura
337303,3373,Argomulyo
920313,9203,Arguni
930209,9302,Arimop
350922,3509,Arjasa
351211,3512,Arjasa
352924,3529,Arjasa
320416,3204,Arjasari
320924,3209,Arjawinangun
350106,3501,Arjosari
170321,1703,Arma Jaya
920616,9206,Aroba
110507,1105,Arongan Lambalek
352605,3526,Arosbaya
120314,1203,Arse
911102,9111,Arso
911108,9111,Arso Barat
911106,9111,Arso Timur
810702,8107,Aru Selatan
810709,8107,Aru Selatan Timur
810710,8107,Aru Selatan Utara
810703,8107,Aru Tengah
810708,8107,Aru Tengah Selatan
810707,8107,Aru Tengah Timur
810704,8107,Aru Utara
810705,8107,Aru Utara Timur Batuley
730409,7304,Arungkeke
620102,6201,Arut Selatan
620104,6201,Arut Utara
527203,5272,Asakota
131010,1310,Asam Jujuhan
357828,3578,Asem Rowo (Asemrowo)
351213,3512,Asembagus
740901,7409,Asera
920915,9209,Ases
740231,7402,Asinua
950103,9501,Asologaima
950109,9501,Asolokobal
950136,9501,Asotipo
750121,7501,Asparaga
930306,9303,Assue
630307,6303,Astambul
327310,3273,Astana Anyar
320910,3209,Astanajapura
930421,9304,Aswi
531302,5313,Atadei
530421,5304,Atambua Barat
530422,5304,Atambua Selatan
750501,7505,Atinggola
930402,9304,Atsj (Atsy)
110418,1104,Atu Lintang
137503,1375,Aur Birugo Tigo Baleh
732621,7326,Awan Rante Karua
621304,6213,Awang
730816,7308,Awangpone
631103,6311,Awayan
940322,9403,Aweida
950442,9504,Aweku
950721,9507,Awina
950218,9502,Awinbon
930422,9304,Awyu
330501,3305,Ayah
921008,9210,Ayamaru
921021,9210,Ayamaru Barat
921016,9210,Ayamaru Jaya
921015,9210,Ayamaru Selatan
921017,9210,Ayamaru Selatan Jaya
921020,9210,Ayamaru Tengah
921010,9210,Ayamaru Timur
921018,9210,Ayamaru Timur Selatan
921009,9210,Ayamaru Utara
921019,9210,Ayamaru Utara Timur
920524,9205,Ayau
930418,9304,Ayip
950722,9507,Ayumnati
620205,6202,Baamang
350216,3502,Babadan
111206,1112,Babah Rot
320905,3209,Babakan
327303,3273,Babakan Ciparay
320105,3201,Babakan Madang
321412,3214,Babakancikao
120514,1205,Babalan
810804,8108,Babar Barat (Pulau Pulau Babar)
352405,3524,Babat
160614,1606,Babat Supat
160606,1606,Babat Toman
321602,3216,Babelan
630802,6308,Babirik
920603,9206,Babo
110206,1102,Babul Makmur
110211,1102,Babul Rahmah
640903,6409,Babulu
110204,1102,Babussalam
820408,8204,Bacan
820409,8204,Bacan Barat
820414,8204,Bacan Barat Utara
820417,8204,Bacan Selatan
820407,8204,Bacan Timur
820421,8204,Bacan Timur Selatan
820422,8204,Bacan Timur Tengah
737201,7372,Bacukiki
737204,7372,Bacukiki Barat
110205,1102,Badar
350626,3506,Badas
190205,1902,Badau
610614,6106,Badau
350213,3502,Badegan
120115,1201,Badiri
331907,3319,Bae
732211,7322,Baebunta
732214,7322,Baebunta Selatan
140717,1407,Bagan Sinembah Raya
140705,1407,Bagansinembah (Bagan Sinembah)
330604,3306,Bagelen
351814,3518,Bagor
817103,8171,Baguala
920144,9201,Bagun
150510,1505,Bahar Selatan
150509,1505,Bahar Utara
650211,6502,Bahau Hulu
720610,7206,Bahodopi
120501,1205,Bahorok
180805,1808,Bahuga
740520,7405,Baito
117101,1171,Baiturrahman
110620,1106,Baitussalam
530906,5309,Bajawa
530915,5309,Bajawa Utara
730602,7306,Bajeng
730618,7306,Bajeng Barat
127604,1276,Bajenis
731704,7317,Bajo
731720,7317,Bajo Barat
150407,1504,Bajubang
630110,6301,Bajuin
190106,1901,Bakam
630507,6305,Bakarangan
180121,1801,Bakauheni
331110,3311,Baki
110101,1101,Bakongan
110115,1101,Bakongan Timur
121603,1216,Baktiraja (Bakti Raja)
110801,1108,Baktiya
110819,1108,Baktiya Barat
630410,6304,Bakumpai
350505,3505,Bakung
210413,2104,Bakung Serumpun
720312,7203,Balaesang
720331,7203,Balaesang Tanjung
610312,6103,Balai
140718,1407,Balai Jaya
620803,6208,Balai Riam
760412,7604,Balanipa
720106,7201,Balantak
720118,7201,Balantak Selatan
720119,7201,Balantak Utara
332804,3328,Balapulang
360301,3603,Balaraja
320432,3204,Baleendah
352213,3522,Balen
351910,3519,Balerejo
121201,1212,Balige
180404,1804,Balik Bukit
647102,6471,Balikpapan Barat
647106,6471,Balikpapan Kota
647105,6471,Balikpapan Selatan
647104,6471,Balikpapan Tengah
647101,6471,Balikpapan Timur
647103,6471,Balikpapan Utara
950707,9507,Balingga
950726,9507,Balingga Barat
720815,7208,Balinggi
760312,7603,Balla
731005,7310,Balocci
350211,3502,Balong
321214,3212,Balongan
351512,3515,Balongbendo
352502,3525,Balongpanggang (Balong Panggang)
350910,3509,Balung
731107,7311,Balusu
732610,7326,Balusu
760110,7601,Bambaira
760101,7601,Bambalamotu
760311,7603,Bambang
340205,3402,Bambanglipuro (Bambang Lipuro)
110203,1102,Bambel
930313,9303,Bamgi
920914,9209,Bamusbama
621104,6211,Banama Tingang
720308,7203,Banawa
720318,7203,Banawa Selatan
720327,7203,Banawa Tengah
332216,3322,Bancak
352304,3523,Bancar
810109,8101,Banda
110315,1103,Banda Alam
110826,1108,Banda Baro
111609,1116,Banda Mulia
117107,1171,Banda Raya
117302,1173,Banda Sakti
350108,3501,Bandar
111704,1117,Bandar
332502,3325,Bandar
120823,1208,Bandar
111806,1118,Bandar Baru
111804,1118,Bandar Dua
120822,1208,Bandar Huluan
121806,1218,Bandar Khalipah / Khalifah
140314,1403,Bandar Laksamana
120824,1208,Bandar Masilam
180218,1802,Bandar Mataram
180625,1806,Bandar Negeri Semuong
180423,1804,Bandar Negeri Suoh
120917,1209,Bandar Pasir Mandoge
140512,1405,Bandar Petalangan
120915,1209,Bandar Pulau
111610,1116,Bandar Pusaka
140511,1405,Bandar Sei Kijang
180715,1807,Bandar Sribhawono (Bandar Sribawono)
180226,1802,Bandar Surabaya
351718,3517,Bandarkedungmulyo (Bandar Kedung Mulyo)
160903,1609,Banding Agung
330814,3308,Bandongan
360434,3604,Bandung
350417,3504,Bandung
327321,3273,Bandung Kidul
327315,3273,Bandung Kulon
327309,3273,Bandung Wetan
332220,3322,Bandungan
170910,1709,Bang Haji
760501,7605,Banggae
760508,7605,Banggae Timur
721101,7211,Banggai
721106,7211,Banggai Selatan
721107,7211,Banggai Tengah
721102,7211,Banggai Utara
351414,3514,Bangil
352303,3523,Bangilan
730401,7304,Bangkala
730406,7304,Bangkala Barat
352601,3526,Bangkalan
732617,7326,Bangkelekila
140115,1401,Bangkinang
140101,1401,Bangkinang Kota
140702,1407,Bangko
150202,1502,Bangko
150210,1502,Bangko Barat
140710,1407,Bangko Pusako / Pusaka
181311,1813,Bangkunat (Bengkunat)
721104,7211,Bangkurung
510602,5106,Bangli
321206,3212,Bangodua
351002,3510,Bangorejo
351610,3516,Bangsal
350909,3509,Bangsalsari
332008,3320,Bangsri
120709,1207,Bangun Purba
140610,1406,Bangun Purba
180202,1802,Bangun Rejo
340212,3402,Banguntapan
630807,6308,Banjang
510804,5108,Banjar
360120,3601,Banjar
327901,3279,Banjar
180508,1805,Banjar Agung
180529,1805,Banjar Baru
180520,1805,Banjar Margo
320413,3204,Banjaran
321022,3210,Banjaran
510502,5105,Banjarangkan
320737,3207,Banjaranyar
637205,6372,Banjarbaru Selatan (Banjar Baru Selatan)
637204,6372,Banjarbaru Utara (Banjar Baru Utara)
331611,3316,Banjarejo
332917,3329,Banjarharjo
330409,3304,Banjarmangu
637103,6371,Banjarmasin Barat
637101,6371,Banjarmasin Selatan
637105,6371,Banjarmasin Tengah
637102,6371,Banjarmasin Timur
637104,6371,Banjarmasin Utara
330406,3304,Banjarnegara
360209,3602,Banjarsari
320718,3207,Banjarsari
337205,3372,Banjarsari
320523,3205,Banjarwangi
180803,1808,Banjit
332316,3323,Bansari
730302,7303,Bantaeng
140302,1403,Bantan
351304,3513,Bantaran
332706,3327,Bantarbolang
320204,3202,Bantargadung
327507,3275,Bantargebang (Bantar Gebang)
320608,3206,Bantarkalong
332902,3329,Bantarkawung
330120,3301,Bantarsari
321002,3210,Bantarujeg
730903,7309,Bantimurung
340208,3402,Bantul
350703,3507,Bantur
630901,6309,Banua Lawas
621302,6213,Banua Lima
130606,1306,Banuhampu
350622,3506,Banyakan
351306,3513,Banyuanyar (Banyu Anyar)
160701,1607,Banyuasin I
160702,1607,Banyuasin II
160703,1607,Banyuasin III
352709,3527,Banyuates
332207,3322,Banyubiru
330909,3309,Banyudono
351216,3512,Banyuglugur
610812,6108,Banyuke Hulu
337411,3374,Banyumanik
330211,3302,Banyumas
181006,1810,Banyumas
351214,3512,Banyuputih
332515,3325,Banyuputih
320506,3205,Banyuresmi
321524,3215,Banyusari
330607,3306,Banyuurip
351016,3510,Banyuwangi
720407,7204,Baolan
737309,7373,Bara
630706,6307,Barabai
180804,1808,Baradatu
731603,7316,Baraka
630414,6304,Barambai
137302,1373,Barangin
741302,7413,Barangka
731404,7314,Baranti
760103,7601,Baras
352012,3520,Barat
730809,7308,Barebbo
320732,3207,Baregbeg
351704,3517,Bareng
621206,6212,Barito Tuhup Raya
731612,7316,Baroko
730612,7306,Barombong
351810,3518,Baron
640707,6407,Barong Tongkok
360422,3604,Baros
327205,3272,Baros
731103,7311,Barru
747103,7471,Baruga
122107,1221,Barumun
122116,1221,Barumun Barat
122113,1221,Barumun Baru
122110,1221,Barumun Selatan
122102,1221,Barumun Tengah
732614,7326,Baruppu
120101,1201,Barus
120117,1201,Barus Utara
120603,1206,Barusjahe (Barus Jahe)
130111,1301,Basa Ampek Balai Tapan
740521,7405,Basala
620308,6203,Basarang
720404,7204,Basidondo
130608,1306,Baso
731701,7317,Basse Sangtempe (Bassesang Tempe / Bastem)
731722,7317,Basse Sangtempe Utara
810410,8104,Batabual
620317,6203,Bataguh
121315,1213,Batahan
740315,7403,Batalaiworu (Batalaiwaru)
217110,2171,Batam Kota
332511,3325,Batang
730404,7304,Batang
630707,6307,Batang Alai Selatan
630710,6307,Batang Alai Timur
630708,6307,Batang Alai Utara
130502,1305,Batang Anai
120307,1203,Batang Angkola
150301,1503,Batang Asai
150607,1506,Batang Asam
352916,3529,Batang Batang
140207,1402,Batang Cenaku
140208,1402,Batang Gangsal (Batang Gansal)
130513,1305,Batang Gasan
160604,1606,Batang Hari Leko
130104,1301,Batang Kapas
620908,6209,Batang Kawa
120727,1207,Batang Kuis
122109,1221,Batang Lubu Sutam
610612,6106,Batang Lupar
150212,1502,Batang Masumai
150107,1501,Batang Merangin
121313,1213,Batang Natal
122007,1220,Batang Onang
140214,1402,Batang Peranap
120519,1205,Batang Serangan
120302,1203,Batang Toru
140411,1404,Batang Tuaka
331807,3318,Batangan
180706,1807,Batanghari
180713,1807,Batanghari Nuban
950226,9502,Batani
920525,9205,Batanta Selatan
920520,9205,Batanta Utara
741501,7415,Batauga
332005,3320,Batealit
110703,1107,Batee
150815,1508,Bathin II Pelayang
150811,1508,Bathin III
150814,1508,Bathin III Ulu
140316,1403,Bathin Solapan
150308,1503,Bathin VIII (Batin VIII)
630105,6301,Bati Bati
170311,1703,Batik Nau
150810,1508,Batin II Babeko (Bathin)
150404,1504,Batin XXIV
130414,1304,Batipuah Selatan (Batipuh Selatan)
130402,1304,Batipuh
950205,9502,Batom
357901,3579,Batu
217112,2171,Batu Aji
611205,6112,Batu Ampar
630109,6301,Batu Ampar
640817,6408,Batu Ampar
217102,2171,Batu Ampar
620709,6207,Batu Ampar
741504,7415,Batu Atas
630702,6307,Batu Benawa
180410,1804,Batu Brak
640109,6401,Batu Engau
140712,1407,Batu Hampar
180421,1804,Batu Ketulis
520407,5204,Batu Lanteh (Batulanteh)
520114,5201,Batu Layar
631001,6310,Batu Licin (Batulicin)
631104,6311,Batu Mandi
640312,6403,Batu Putih
530214,5302,Batu Putih
740803,7408,Batu Putih
181209,1812,Batu Putih
640101,6401,Batu Sopang
352926,3529,Batuan
367103,3671,Batuceper
750103,7501,Batudaa
750105,7501,Batudaa Pantai
720911,7209,Batudaka
720101,7201,Batui
720115,7201,Batui Selatan
321709,3217,Batujajar
321508,3215,Batujaya
740334,7403,Batukara
520203,5202,Batukliang
520212,5202,Batukliang Utara
731512,7315,Batulappa (Batu Lappa)
352811,3528,Batumarmar
327312,3273,Batununggal
747208,7472,Batupoaro
352917,3529,Batuputih
330416,3304,Batur
160113,1601,Baturaja Barat
160114,1601,Baturaja Timur
331207,3312,Baturetno
510209,5102,Baturiti
330222,3302,Baturraden (Baturaden)
331204,3312,Batuwarno
740112,7401,Baula
352210,3522,Baureno
330405,3304,Bawang
332505,3325,Bawang
332211,3322,Bawen
120411,1204,Bawolato
940319,9403,Baya Biru
360203,3602,Bayah
330608,3306,Bayan
520804,5208,Bayan
130106,1301,Bayang
331004,3310,Bayat
320517,3205,Bayongbong
160609,1606,Bayung Lencir
510706,5107,Bebandem
320913,3209,Beber
110403,1104,Bebesen
610306,6103,Beduai (Beduwai)
332318,3323,Bejen
327606,3276,Beji
351413,3514,Beji
327502,3275,Bekasi Barat
327504,3275,Bekasi Selatan
327501,3275,Bekasi Timur
327503,3275,Bekasi Utara
180215,1802,Bekri
217101,2171,Belakang Padang
180406,1804,Belalau
710703,7107,Belang
620907,6209,Belantikan Raya
210212,2102,Belat
731307,7313,Belawa
630408,6304,Belawang
160324,1603,Belida Darat
332703,3327,Belik
611001,6110,Belimbing
160323,1603,Belimbing
611010,6110,Belimbing Hulu
190102,1901,Belinyu
610907,6109,Belitang
160803,1608,Belitang
610905,6109,Belitang Hilir
610906,6109,Belitang Hulu
160809,1608,Belitang II
160810,1608,Belitang III
160817,1608,Belitang Jaya
160818,1608,Belitang Madang Raya
160819,1608,Belitang Mulya
520604,5206,Belo
731707,7317,Belopa
731714,7317,Belopa Utara
140906,1409,Benai
160319,1603,Benakat
950604,9506,Benawa
367104,3671,Benda
111602,1116,Bendahara
352010,3520,Bendo
331106,3311,Bendosari
350309,3503,Bendungan
330616,3306,Bener
111708,1117,Bener Kelipah
640809,6408,Bengalon
140301,1403,Bengkalis
610704,6107,Bengkayang
217109,2171,Bengkong
730826,7308,Bengo
352504,3525,Benjeng
357819,3578,Benowo
730101,7301,Benteng
640714,6407,Bentian Besar
740513,7405,Benua
610418,6104,Benua Kayong
912007,9120,Benuki
710402,7104,Beo
710418,7104,Beo Selatan
710414,7104,Beo Utara
940503,9405,Beoga
940510,9405,Beoga Barat
940511,9405,Beoga Timur
121113,1211,Berampu (Brampu)
120518,1205,Berandan Barat (Brandan Barat)
120602,1206,Berastagi (Brastagi)
920104,9201,Beraur
340408,3404,Berbah
150711,1507,Berbak
351803,3518,Berbek
332213,3322,Bergas
120733,1207,Beringin
170801,1708,Bermani Ilir
170210,1702,Bermani Ulu
170224,1702,Bermani Ulu Raya
630313,6303,Beruntung Baru
120516,1205,Besitang
351313,3513,Besuk
351202,3512,Besuki
350415,3504,Besuki
740220,7402,Besulutu
150604,1506,Betara
650404,6504,Betayau
930419,9304,Betcbamu
747201,7472,Betoambari
160705,1607,Betung
111504,1115,Beutong
111510,1115,Beutong Ateuh Banggalang
950416,9504,Bewani
910608,9106,Biak Barat
910601,9106,Biak Kota
910603,9106,Biak Timur
910602,9106,Biak Utara
940704,9407,Biandoga
710907,7109,Biaro
640313,6403,Biatan
750510,7505,Biau
720506,7205,Biau
940305,9403,Bibida
530307,5303,Biboki Anleu
530324,5303,Biboki Feotleu
530323,5303,Biboki Moenleu
530303,5303,Biboki Selatan
530322,5303,Biboki Tan Pah
530306,5303,Biboki Utara
640308,6403,Biduk-Biduk
110420,1104,Bies
610602,6106,Bika
920913,9209,Bikar
530316,5303,Bikomi Nilulat
530314,5303,Bikomi Selatan
530315,5303,Bikomi Tengah
530317,5303,Bikomi Utara
121007,1210,Bilah Barat
121008,1210,Bilah Hilir
121009,1210,Bilah Hulu
710132,7101,Bilalang
750123,7501,Bilato
750120,7501,Biluhu
950210,9502,Bime
940514,9405,Bina
351120,3511,Binakal
730403,7304,Binamu
330104,3301,Binangun
350516,3505,Binangun
147108,1471,Binawidya
170220,1702,Binduriang
170707,1707,Bingin Kuning
120505,1205,Binjai
127503,1275,Binjai Barat
610521,6105,Binjai Hulu
127502,1275,Binjai Kota
127505,1275,Binjai Selatan
127504,1275,Binjai Timur
127501,1275,Binjai Utara
321308,3213,Binong
740704,7407,Binongko
210114,2101,Bintan Pesisir
210106,2101,Bintan Timur
210107,2101,Bintan Utara
110408,1104,Bintang
630912,6309,Bintang Ara
121817,1218,Bintang Bayu
710802,7108,Bintauna
920601,9206,Bintuni
760406,7604,Binuang
630501,6305,Binuang
360418,3604,Binuang
110304,1103,Birem Bayeun
730611,7306,Biringbulu
737111,7371,Biringkanaya (Biring Kanaya)
120707,1207,Biru-Biru (Sibiru-biru)
920618,9206,Biscoop
730301,7303,Bissappu
731802,7318,Bittuang
950445,9504,Biuk
320538,3205,Bl. Limbangan (Blubur Limbangan)
332503,3325,Blado
510402,5104,Blahbatuh (Belah Batuh)
180323,1803,Blambangan Pagar
180801,1808,Blambangan Umpu
321313,3213,Blanakan
110623,1106,Blang Bintang (Blank Bintang)
117303,1173,Blang Mangat
111309,1113,Blangjerango (Blang Jerango)
111301,1113,Blangkejeren (Blang Kejeren)
111306,1113,Blangpegayon (Blang Pegayon)
111201,1112,Blangpidie (Blang Pidie)
352615,3526,Blega
357301,3573,Blimbing
351025,3510,Blimbingsari
331609,3316,Blora (Blora kota)
352402,3524,Bluluk
352905,3529,Bluto
531603,5316,Boawae
330309,3303,Bobotsari
332705,3327,Bodeh
940304,9403,Bogabaida
950443,9504,Bogonuk
327104,3271,Bogor Barat
327101,3271,Bogor Selatan
327103,3271,Bogor Tengah
327102,3271,Bogor Timur
327105,3271,Bogor Utara
331615,3316,Bogorejo
332407,3324,Boja
360407,3604,Bojonegara
352215,3522,Bojonegoro
360110,3601,Bojong
321411,3214,Bojong
332611,3326,Bojong
332803,3328,Bojong
320113,3201,Bojong Gede (Bojonggede)
320609,3206,Bojongasih
320611,3206,Bojonggambir
320214,3202,Bojonggenteng (Bojong Genteng)
327304,3273,Bojongloa Kaler
327317,3273,Bojongloa Kidul
321623,3216,Bojongmangu
360207,3602,Bojongmanik
320306,3203,Bojongpicung
330314,3303,Bojongsari
327611,3276,Bojongsari
320408,3204,Bojongsoang
721103,7211,Bokan Kepulauan
720503,7205,Bokat
530215,5302,Boking
950402,9504,Bokondini
950415,9504,Bokoneri
530711,5307,Bola
731311,7313,Bola
710113,7101,Bolaang
710131,7101,Bolaang Timur
711101,7111,Bolaang Uki
950105,9501,Bolakme
710804,7108,Bolangitang Barat (Bolang Itang Barat)
710803,7108,Bolangitang Timur (Bolang Itang Timur)
720821,7208,Bolano
720807,7208,Bolano Lambunu
531506,5315,Boleng
750109,7501,Boliyohuto (Boliohuto)
520602,5206,Bolo
930206,9302,Bomakia
920307,9203,Bomberay
950340,9503,Bomela
140613,1406,Bonai Darussalam
332112,3321,Bonang
121223,1212,Bonatua Lunasi
910621,9106,Bondifuar
740221,7402,Bondoala
351111,3511,Bondowoso
750309,7503,Bone
740326,7403,Bone (Bone Tondo)
732202,7322,Bone Bone
750310,7503,Bone Raya
741003,7410,Bonegunu
760215,7602,Bonehau
750304,7503,Bonepantai
640712,6407,Bongan
321222,3212,Bongas
731803,7318,Bonggakaradeng
911005,9110,Bonggo
911015,9110,Bonggo Timur
750111,7501,Bongomeme
130804,1308,Bonjol
330523,3305,Bonorowo
647403,6474,Bontang Barat
647402,6474,Bontang Selatan
647401,6474,Bontang Utara
610305,6103,Bonti
730203,7302,Bonto Bahari
730204,7302,Bonto Tiro (Bontotiro)
730905,7309,Bontoa (Maros Utara)
737106,7371,Bontoala
730801,7308,Bontocani
730102,7301,Bontoharu
730615,7306,Bontolempangang
730104,7301,Bontomanai
730606,7306,Bontomarannu
730103,7301,Bontomatene
730601,7306,Bontonompo
730616,7306,Bontonompo Selatan
730407,7304,Bontoramba
730105,7301,Bontosikuyu
121206,1212,Borbor
950206,9502,Borme
330802,3308,Borobudur
121427,1214,Boronadu
531901,5319,Borong
120808,1208,Bosar Maligas
920154,9201,Botain
532112,5321,Botin Leobele
351122,3511,Botolinggo
120421,1204,Botomuzoi
750206,7502,Botumoito (Botumoita)
750307,7503,Botupingge (Botu Pingge)
940803,9408,Bowobado
610619,6106,Boyan Tanjung
330905,3309,Boyolali
350402,3504,Boyolangu
950134,9501,Bpiri
180722,1807,Braja Selebah (Braja Slebah)
150611,1506,Bram Itam
520707,5207,Brang Ene
520705,5207,Brang Rea
332409,3324,Brangsong
331514,3315,Brati
332909,3329,Brebes
332212,3322,Bringin
352115,3521,Bringin
352407,3524,Brondong
330613,3306,Bruno
950725,9507,Bruwa
910616,9106,Bruyadori
160514,1605,BTS Ulu
731708,7317,Bua
731705,7317,Bua Ponrang (Bupon)
327322,3273,Buahbatu
321110,3211,Buahdua
720108,7201,Bualemo (Boalemo)
160917,1609,Buana Pemaca
332614,3326,Buaran
180813,1808,Buay Bahuga
160802,1608,Buay Madang
160812,1608,Buay Madang Timur
160909,1609,Buay Pemaca
160912,1609,Buay Pematang Ribu Ranau Tengah
160820,1608,Buay Pemuka Bangsa Raja
160805,1608,Buay Pemuka Peliung
160919,1609,Buay Rawan
160907,1609,Buay Runjung
160906,1609,Buay Sandang Aji
330502,3305,Buayan
110506,1105,Bubon
352205,3522,Bubulan
357813,3578,Bubutan
760603,7606,Budong-Budong
351515,3515,Buduran
520420,5204,Buer
950133,9501,Bugi
950738,9507,Buguk Gona
357503,3575,Bugul Kidul
920147,9201,Buk
720508,7205,Bukal
330302,3303,Bukateja
740517,7405,Buke
730111,7301,Buki
130712,1307,Bukik Barisan
